O*NET-SOC Code,Title,Attribute Type,Element ID,Element Name,Scale Name,Data Value
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Work Styles,1.C.5.a,Dependability,Importance,4.36
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Work Styles,1.C.5.b,Attention to Detail,Importance,4.45
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Work Styles,1.C.5.c,Integrity,Importance,4.59
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Work Styles,1.C.6,Independence,Importance,3.27
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Work Styles,1.C.7.a,Innovation,Importance,3.5
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Work Styles,1.C.7.b,Analytical Thinking,Importance,4.36
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Work Styles,1.C.1.a,Achievement/Effort,Importance,4.0
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Work Styles,1.C.1.b,Persistence,Importance,4.58
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Work Styles,1.C.1.c,Initiative,Importance,4.41
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Work Styles,1.C.2.b,Leadership,Importance,3.64
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Work Styles,1.C.3.a,Cooperation,Importance,4.22
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Work Styles,1.C.3.b,Concern for Others,Importance,3.71
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Work Styles,1.C.3.c,Social Orientation,Importance,3.78
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Work Styles,1.C.4.a,Self-Control,Importance,3.76
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Work Styles,1.C.4.b,Stress Tolerance,Importance,3.67
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.9
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Work Styles,1.C.5.a,Dependability,Importance,4.34
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Work Styles,1.C.5.b,Attention to Detail,Importance,4.32
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Work Styles,1.C.5.c,Integrity,Importance,4.37
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Work Styles,1.C.6,Independence,Importance,3.74
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Work Styles,1.C.7.a,Innovation,Importance,3.65
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Work Styles,1.C.7.b,Analytical Thinking,Importance,3.41
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Work Styles,1.C.1.a,Achievement/Effort,Importance,4.05
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Work Styles,1.C.1.b,Persistence,Importance,3.78
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Work Styles,1.C.1.c,Initiative,Importance,4.26
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Work Styles,1.C.2.b,Leadership,Importance,3.93
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Work Styles,1.C.3.a,Cooperation,Importance,4.02
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Work Styles,1.C.3.b,Concern for Others,Importance,3.56
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Work Styles,1.C.3.c,Social Orientation,Importance,3.59
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Work Styles,1.C.4.a,Self-Control,Importance,3.85
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Work Styles,1.C.4.b,Stress Tolerance,Importance,4.69
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.86
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Work Styles,1.C.5.a,Dependability,Importance,4.61
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Work Styles,1.C.5.b,Attention to Detail,Importance,4.6
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Work Styles,1.C.5.c,Integrity,Importance,4.59
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Work Styles,1.C.6,Independence,Importance,3.7
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Work Styles,1.C.7.a,Innovation,Importance,3.08
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Work Styles,1.C.7.b,Analytical Thinking,Importance,4.27
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Work Styles,1.C.1.a,Achievement/Effort,Importance,3.81
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Work Styles,1.C.1.b,Persistence,Importance,3.93
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Work Styles,1.C.1.c,Initiative,Importance,4.03
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Work Styles,1.C.2.b,Leadership,Importance,3.68
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Work Styles,1.C.3.a,Cooperation,Importance,4.47
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Work Styles,1.C.3.b,Concern for Others,Importance,3.73
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Work Styles,1.C.3.c,Social Orientation,Importance,3.72
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Work Styles,1.C.4.a,Self-Control,Importance,3.79
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Work Styles,1.C.4.b,Stress Tolerance,Importance,4.09
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,4.37
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Work Styles,1.C.5.a,Dependability,Importance,4.35
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Work Styles,1.C.5.b,Attention to Detail,Importance,4.17
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Work Styles,1.C.5.c,Integrity,Importance,4.17
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Work Styles,1.C.6,Independence,Importance,3.85
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Work Styles,1.C.7.a,Innovation,Importance,3.58
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Work Styles,1.C.7.b,Analytical Thinking,Importance,3.83
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work Styles,1.C.1.a,Achievement/Effort,Importance,4.13
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work Styles,1.C.1.b,Persistence,Importance,4.35
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work Styles,1.C.1.c,Initiative,Importance,4.35
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work Styles,1.C.2.b,Leadership,Importance,3.87
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work Styles,1.C.3.a,Cooperation,Importance,4.3
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work Styles,1.C.3.b,Concern for Others,Importance,3.26
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work Styles,1.C.3.c,Social Orientation,Importance,3.18
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work Styles,1.C.4.a,Self-Control,Importance,4.26
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work Styles,1.C.4.b,Stress Tolerance,Importance,4.43
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,4.17
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work Styles,1.C.5.a,Dependability,Importance,4.52
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work Styles,1.C.5.b,Attention to Detail,Importance,4.57
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work Styles,1.C.5.c,Integrity,Importance,4.91
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work Styles,1.C.6,Independence,Importance,3.74
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work Styles,1.C.7.a,Innovation,Importance,3.43
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Work Styles,1.C.7.b,Analytical Thinking,Importance,4.39
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Work Styles,1.C.1.a,Achievement/Effort,Importance,4.43
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Work Styles,1.C.1.b,Persistence,Importance,4.4
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Work Styles,1.C.1.c,Initiative,Importance,4.53
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Work Styles,1.C.2.b,Leadership,Importance,3.93
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Work Styles,1.C.3.a,Cooperation,Importance,4.41
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Work Styles,1.C.3.b,Concern for Others,Importance,4.25
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Work Styles,1.C.3.c,Social Orientation,Importance,3.78
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Work Styles,1.C.4.a,Self-Control,Importance,4.38
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Work Styles,1.C.4.b,Stress Tolerance,Importance,4.65
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,4.4
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Work Styles,1.C.5.a,Dependability,Importance,4.61
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Work Styles,1.C.5.b,Attention to Detail,Importance,4.57
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Work Styles,1.C.5.c,Integrity,Importance,4.63
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Work Styles,1.C.6,Independence,Importance,4.44
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Work Styles,1.C.7.a,Innovation,Importance,3.75
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Work Styles,1.C.7.b,Analytical Thinking,Importance,4.21
13-1032.00,"Insurance Appraisers, Auto Damage",Work Styles,1.C.1.a,Achievement/Effort,Importance,3.7
13-1032.00,"Insurance Appraisers, Auto Damage",Work Styles,1.C.1.b,Persistence,Importance,3.66
13-1032.00,"Insurance Appraisers, Auto Damage",Work Styles,1.C.1.c,Initiative,Importance,4.03
13-1032.00,"Insurance Appraisers, Auto Damage",Work Styles,1.C.2.b,Leadership,Importance,3.13
13-1032.00,"Insurance Appraisers, Auto Damage",Work Styles,1.C.3.a,Cooperation,Importance,3.62
13-1032.00,"Insurance Appraisers, Auto Damage",Work Styles,1.C.3.b,Concern for Others,Importance,3.95
13-1032.00,"Insurance Appraisers, Auto Damage",Work Styles,1.C.3.c,Social Orientation,Importance,3.13
13-1032.00,"Insurance Appraisers, Auto Damage",Work Styles,1.C.4.a,Self-Control,Importance,3.98
13-1032.00,"Insurance Appraisers, Auto Damage",Work Styles,1.C.4.b,Stress Tolerance,Importance,3.85
13-1032.00,"Insurance Appraisers, Auto Damage",Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.59
13-1032.00,"Insurance Appraisers, Auto Damage",Work Styles,1.C.5.a,Dependability,Importance,3.89
13-1032.00,"Insurance Appraisers, Auto Damage",Work Styles,1.C.5.b,Attention to Detail,Importance,4.19
13-1032.00,"Insurance Appraisers, Auto Damage",Work Styles,1.C.5.c,Integrity,Importance,4.56
13-1032.00,"Insurance Appraisers, Auto Damage",Work Styles,1.C.6,Independence,Importance,3.88
13-1032.00,"Insurance Appraisers, Auto Damage",Work Styles,1.C.7.a,Innovation,Importance,2.99
13-1032.00,"Insurance Appraisers, Auto Damage",Work Styles,1.C.7.b,Analytical Thinking,Importance,3.12
13-1041.00,Compliance Officers,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.94
13-1041.00,Compliance Officers,Work Styles,1.C.1.b,Persistence,Importance,3.79
13-1041.00,Compliance Officers,Work Styles,1.C.1.c,Initiative,Importance,4.16
13-1041.00,Compliance Officers,Work Styles,1.C.2.b,Leadership,Importance,3.67
13-1041.00,Compliance Officers,Work Styles,1.C.3.a,Cooperation,Importance,4.17
13-1041.00,Compliance Officers,Work Styles,1.C.3.b,Concern for Others,Importance,4.04
13-1041.00,Compliance Officers,Work Styles,1.C.3.c,Social Orientation,Importance,3.64
13-1041.00,Compliance Officers,Work Styles,1.C.4.a,Self-Control,Importance,4.09
13-1041.00,Compliance Officers,Work Styles,1.C.4.b,Stress Tolerance,Importance,3.91
13-1041.00,Compliance Officers,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.91
13-1041.00,Compliance Officers,Work Styles,1.C.5.a,Dependability,Importance,4.35
13-1041.00,Compliance Officers,Work Styles,1.C.5.b,Attention to Detail,Importance,4.29
13-1041.00,Compliance Officers,Work Styles,1.C.5.c,Integrity,Importance,4.46
13-1041.00,Compliance Officers,Work Styles,1.C.6,Independence,Importance,4.37
13-1041.00,Compliance Officers,Work Styles,1.C.7.a,Innovation,Importance,3.34
13-1041.00,Compliance Officers,Work Styles,1.C.7.b,Analytical Thinking,Importance,4.23
13-1041.01,Environmental Compliance Inspectors,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.7
13-1041.01,Environmental Compliance Inspectors,Work Styles,1.C.1.b,Persistence,Importance,4.1
13-1041.01,Environmental Compliance Inspectors,Work Styles,1.C.1.c,Initiative,Importance,4.05
13-1041.01,Environmental Compliance Inspectors,Work Styles,1.C.2.b,Leadership,Importance,3.4
13-1041.01,Environmental Compliance Inspectors,Work Styles,1.C.3.a,Cooperation,Importance,4.0
13-1041.01,Environmental Compliance Inspectors,Work Styles,1.C.3.b,Concern for Others,Importance,3.2
13-1041.01,Environmental Compliance Inspectors,Work Styles,1.C.3.c,Social Orientation,Importance,3.05
13-1041.01,Environmental Compliance Inspectors,Work Styles,1.C.4.a,Self-Control,Importance,4.1
13-1041.01,Environmental Compliance Inspectors,Work Styles,1.C.4.b,Stress Tolerance,Importance,3.65
13-1041.01,Environmental Compliance Inspectors,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.85
13-1041.01,Environmental Compliance Inspectors,Work Styles,1.C.5.a,Dependability,Importance,4.4
13-1041.01,Environmental Compliance Inspectors,Work Styles,1.C.5.b,Attention to Detail,Importance,4.55
13-1041.01,Environmental Compliance Inspectors,Work Styles,1.C.5.c,Integrity,Importance,4.75
13-1041.01,Environmental Compliance Inspectors,Work Styles,1.C.6,Independence,Importance,3.65
13-1041.01,Environmental Compliance Inspectors,Work Styles,1.C.7.a,Innovation,Importance,2.6
13-1041.01,Environmental Compliance Inspectors,Work Styles,1.C.7.b,Analytical Thinking,Importance,3.8
13-1041.03,Equal Opportunity Representatives and Officers,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.85
13-1041.03,Equal Opportunity Representatives and Officers,Work Styles,1.C.1.b,Persistence,Importance,4.04
13-1041.03,Equal Opportunity Representatives and Officers,Work Styles,1.C.1.c,Initiative,Importance,4.15
13-1041.03,Equal Opportunity Representatives and Officers,Work Styles,1.C.2.b,Leadership,Importance,3.74
13-1041.03,Equal Opportunity Representatives and Officers,Work Styles,1.C.3.a,Cooperation,Importance,4.19
13-1041.03,Equal Opportunity Representatives and Officers,Work Styles,1.C.3.b,Concern for Others,Importance,4.11
13-1041.03,Equal Opportunity Representatives and Officers,Work Styles,1.C.3.c,Social Orientation,Importance,3.25
13-1041.03,Equal Opportunity Representatives and Officers,Work Styles,1.C.4.a,Self-Control,Importance,4.4
13-1041.03,Equal Opportunity Representatives and Officers,Work Styles,1.C.4.b,Stress Tolerance,Importance,4.38
13-1041.03,Equal Opportunity Representatives and Officers,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.89
13-1041.03,Equal Opportunity Representatives and Officers,Work Styles,1.C.5.a,Dependability,Importance,4.47
13-1041.03,Equal Opportunity Representatives and Officers,Work Styles,1.C.5.b,Attention to Detail,Importance,4.56
13-1041.03,Equal Opportunity Representatives and Officers,Work Styles,1.C.5.c,Integrity,Importance,4.72
13-1041.03,Equal Opportunity Representatives and Officers,Work Styles,1.C.6,Independence,Importance,4.03
13-1041.03,Equal Opportunity Representatives and Officers,Work Styles,1.C.7.a,Innovation,Importance,3.13
13-1041.03,Equal Opportunity Representatives and Officers,Work Styles,1.C.7.b,Analytical Thinking,Importance,4.48
13-1041.04,Government Property Inspectors and Investigators,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.65
13-1041.04,Government Property Inspectors and Investigators,Work Styles,1.C.1.b,Persistence,Importance,3.91
13-1041.04,Government Property Inspectors and Investigators,Work Styles,1.C.1.c,Initiative,Importance,3.76
13-1041.04,Government Property Inspectors and Investigators,Work Styles,1.C.2.b,Leadership,Importance,3.64
13-1041.04,Government Property Inspectors and Investigators,Work Styles,1.C.3.a,Cooperation,Importance,4.51
13-1041.04,Government Property Inspectors and Investigators,Work Styles,1.C.3.b,Concern for Others,Importance,4.04
13-1041.04,Government Property Inspectors and Investigators,Work Styles,1.C.3.c,Social Orientation,Importance,3.18
13-1041.04,Government Property Inspectors and Investigators,Work Styles,1.C.4.a,Self-Control,Importance,4.37
13-1041.04,Government Property Inspectors and Investigators,Work Styles,1.C.4.b,Stress Tolerance,Importance,4.25
13-1041.04,Government Property Inspectors and Investigators,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,4.37
13-1041.04,Government Property Inspectors and Investigators,Work Styles,1.C.5.a,Dependability,Importance,4.52
13-1041.04,Government Property Inspectors and Investigators,Work Styles,1.C.5.b,Attention to Detail,Importance,4.33
13-1041.04,Government Property Inspectors and Investigators,Work Styles,1.C.5.c,Integrity,Importance,4.65
13-1041.04,Government Property Inspectors and Investigators,Work Styles,1.C.6,Independence,Importance,4.18
13-1041.04,Government Property Inspectors and Investigators,Work Styles,1.C.7.a,Innovation,Importance,3.43
13-1041.04,Government Property Inspectors and Investigators,Work Styles,1.C.7.b,Analytical Thinking,Importance,3.81
13-1041.06,Coroners,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.8
13-1041.06,Coroners,Work Styles,1.C.1.b,Persistence,Importance,4.25
13-1041.06,Coroners,Work Styles,1.C.1.c,Initiative,Importance,4.3
13-1041.06,Coroners,Work Styles,1.C.2.b,Leadership,Importance,3.85
13-1041.06,Coroners,Work Styles,1.C.3.a,Cooperation,Importance,4.65
13-1041.06,Coroners,Work Styles,1.C.3.b,Concern for Others,Importance,4.55
13-1041.06,Coroners,Work Styles,1.C.3.c,Social Orientation,Importance,3.9
13-1041.06,Coroners,Work Styles,1.C.4.a,Self-Control,Importance,4.7
13-1041.06,Coroners,Work Styles,1.C.4.b,Stress Tolerance,Importance,4.65
13-1041.06,Coroners,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,4.3
13-1041.06,Coroners,Work Styles,1.C.5.a,Dependability,Importance,4.85
13-1041.06,Coroners,Work Styles,1.C.5.b,Attention to Detail,Importance,4.85
13-1041.06,Coroners,Work Styles,1.C.5.c,Integrity,Importance,5.0
13-1041.06,Coroners,Work Styles,1.C.6,Independence,Importance,4.16
13-1041.06,Coroners,Work Styles,1.C.7.a,Innovation,Importance,3.32
13-1041.06,Coroners,Work Styles,1.C.7.b,Analytical Thinking,Importance,4.32
13-1041.07,Regulatory Affairs Specialists,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.95
13-1041.07,Regulatory Affairs Specialists,Work Styles,1.C.1.b,Persistence,Importance,4.0
13-1041.07,Regulatory Affairs Specialists,Work Styles,1.C.1.c,Initiative,Importance,3.85
13-1041.07,Regulatory Affairs Specialists,Work Styles,1.C.2.b,Leadership,Importance,3.5
13-1041.07,Regulatory Affairs Specialists,Work Styles,1.C.3.a,Cooperation,Importance,4.2
13-1041.07,Regulatory Affairs Specialists,Work Styles,1.C.3.b,Concern for Others,Importance,2.95
13-1041.07,Regulatory Affairs Specialists,Work Styles,1.C.3.c,Social Orientation,Importance,3.0
13-1041.07,Regulatory Affairs Specialists,Work Styles,1.C.4.a,Self-Control,Importance,3.35
13-1041.07,Regulatory Affairs Specialists,Work Styles,1.C.4.b,Stress Tolerance,Importance,3.9
13-1041.07,Regulatory Affairs Specialists,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.65
13-1041.07,Regulatory Affairs Specialists,Work Styles,1.C.5.a,Dependability,Importance,4.35
13-1041.07,Regulatory Affairs Specialists,Work Styles,1.C.5.b,Attention to Detail,Importance,4.75
13-1041.07,Regulatory Affairs Specialists,Work Styles,1.C.5.c,Integrity,Importance,4.6
13-1041.07,Regulatory Affairs Specialists,Work Styles,1.C.6,Independence,Importance,3.45
13-1041.07,Regulatory Affairs Specialists,Work Styles,1.C.7.a,Innovation,Importance,3.25
13-1041.07,Regulatory Affairs Specialists,Work Styles,1.C.7.b,Analytical Thinking,Importance,4.0
13-1041.08,Customs Brokers,Work Styles,1.C.1.a,Achievement/Effort,Importance,4.05
13-1041.08,Customs Brokers,Work Styles,1.C.1.b,Persistence,Importance,4.15
13-1041.08,Customs Brokers,Work Styles,1.C.1.c,Initiative,Importance,4.0
13-1041.08,Customs Brokers,Work Styles,1.C.2.b,Leadership,Importance,3.35
13-1041.08,Customs Brokers,Work Styles,1.C.3.a,Cooperation,Importance,4.1
13-1041.08,Customs Brokers,Work Styles,1.C.3.b,Concern for Others,Importance,3.3
13-1041.08,Customs Brokers,Work Styles,1.C.3.c,Social Orientation,Importance,3.0
13-1041.08,Customs Brokers,Work Styles,1.C.4.a,Self-Control,Importance,4.0
13-1041.08,Customs Brokers,Work Styles,1.C.4.b,Stress Tolerance,Importance,4.35
13-1041.08,Customs Brokers,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,4.05
13-1041.08,Customs Brokers,Work Styles,1.C.5.a,Dependability,Importance,4.5
13-1041.08,Customs Brokers,Work Styles,1.C.5.b,Attention to Detail,Importance,4.8
13-1041.08,Customs Brokers,Work Styles,1.C.5.c,Integrity,Importance,4.61
13-1041.08,Customs Brokers,Work Styles,1.C.6,Independence,Importance,3.45
13-1041.08,Customs Brokers,Work Styles,1.C.7.a,Innovation,Importance,2.95
13-1041.08,Customs Brokers,Work Styles,1.C.7.b,Analytical Thinking,Importance,3.68
13-1051.00,Cost Estimators,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.77
13-1051.00,Cost Estimators,Work Styles,1.C.1.b,Persistence,Importance,3.82
13-1051.00,Cost Estimators,Work Styles,1.C.1.c,Initiative,Importance,3.77
13-1051.00,Cost Estimators,Work Styles,1.C.2.b,Leadership,Importance,3.27
13-1051.00,Cost Estimators,Work Styles,1.C.3.a,Cooperation,Importance,3.91
13-1051.00,Cost Estimators,Work Styles,1.C.3.b,Concern for Others,Importance,2.68
13-1051.00,Cost Estimators,Work Styles,1.C.3.c,Social Orientation,Importance,2.86
13-1051.00,Cost Estimators,Work Styles,1.C.4.a,Self-Control,Importance,3.45
13-1051.00,Cost Estimators,Work Styles,1.C.4.b,Stress Tolerance,Importance,3.77
13-1051.00,Cost Estimators,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.62
13-1051.00,Cost Estimators,Work Styles,1.C.5.a,Dependability,Importance,4.18
13-1051.00,Cost Estimators,Work Styles,1.C.5.b,Attention to Detail,Importance,4.41
13-1051.00,Cost Estimators,Work Styles,1.C.5.c,Integrity,Importance,4.41
13-1051.00,Cost Estimators,Work Styles,1.C.6,Independence,Importance,3.59
13-1051.00,Cost Estimators,Work Styles,1.C.7.a,Innovation,Importance,3.23
13-1051.00,Cost Estimators,Work Styles,1.C.7.b,Analytical Thinking,Importance,4.36
13-1071.00,Human Resources Specialists,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.72
13-1071.00,Human Resources Specialists,Work Styles,1.C.1.b,Persistence,Importance,3.85
13-1071.00,Human Resources Specialists,Work Styles,1.C.1.c,Initiative,Importance,3.94
13-1071.00,Human Resources Specialists,Work Styles,1.C.2.b,Leadership,Importance,4.04
13-1071.00,Human Resources Specialists,Work Styles,1.C.3.a,Cooperation,Importance,4.59
13-1071.00,Human Resources Specialists,Work Styles,1.C.3.b,Concern for Others,Importance,4.37
13-1071.00,Human Resources Specialists,Work Styles,1.C.3.c,Social Orientation,Importance,4.13
13-1071.00,Human Resources Specialists,Work Styles,1.C.4.a,Self-Control,Importance,4.51
13-1071.00,Human Resources Specialists,Work Styles,1.C.4.b,Stress Tolerance,Importance,4.45
13-1071.00,Human Resources Specialists,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,4.43
13-1071.00,Human Resources Specialists,Work Styles,1.C.5.a,Dependability,Importance,4.49
13-1071.00,Human Resources Specialists,Work Styles,1.C.5.b,Attention to Detail,Importance,4.57
13-1071.00,Human Resources Specialists,Work Styles,1.C.5.c,Integrity,Importance,4.63
13-1071.00,Human Resources Specialists,Work Styles,1.C.6,Independence,Importance,4.22
13-1071.00,Human Resources Specialists,Work Styles,1.C.7.a,Innovation,Importance,3.75
13-1071.00,Human Resources Specialists,Work Styles,1.C.7.b,Analytical Thinking,Importance,4.03
13-1074.00,Farm Labor Contractors,Work Styles,1.C.1.a,Achievement/Effort,Importance,4.03
13-1074.00,Farm Labor Contractors,Work Styles,1.C.1.b,Persistence,Importance,3.88
13-1074.00,Farm Labor Contractors,Work Styles,1.C.1.c,Initiative,Importance,3.89
13-1074.00,Farm Labor Contractors,Work Styles,1.C.2.b,Leadership,Importance,3.8
13-1074.00,Farm Labor Contractors,Work Styles,1.C.3.a,Cooperation,Importance,3.98
13-1074.00,Farm Labor Contractors,Work Styles,1.C.3.b,Concern for Others,Importance,3.88
13-1074.00,Farm Labor Contractors,Work Styles,1.C.3.c,Social Orientation,Importance,3.4
13-1074.00,Farm Labor Contractors,Work Styles,1.C.4.a,Self-Control,Importance,3.65
13-1074.00,Farm Labor Contractors,Work Styles,1.C.4.b,Stress Tolerance,Importance,3.4
13-1074.00,Farm Labor Contractors,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.4
13-1074.00,Farm Labor Contractors,Work Styles,1.C.5.a,Dependability,Importance,4.16
13-1074.00,Farm Labor Contractors,Work Styles,1.C.5.b,Attention to Detail,Importance,3.75
13-1074.00,Farm Labor Contractors,Work Styles,1.C.5.c,Integrity,Importance,4.16
13-1074.00,Farm Labor Contractors,Work Styles,1.C.6,Independence,Importance,3.4
13-1074.00,Farm Labor Contractors,Work Styles,1.C.7.a,Innovation,Importance,2.97
13-1074.00,Farm Labor Contractors,Work Styles,1.C.7.b,Analytical Thinking,Importance,3.31
13-1075.00,Labor Relations Specialists,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.76
13-1075.00,Labor Relations Specialists,Work Styles,1.C.1.b,Persistence,Importance,4.0
13-1075.00,Labor Relations Specialists,Work Styles,1.C.1.c,Initiative,Importance,4.05
13-1075.00,Labor Relations Specialists,Work Styles,1.C.2.b,Leadership,Importance,3.65
13-1075.00,Labor Relations Specialists,Work Styles,1.C.3.a,Cooperation,Importance,4.1
13-1075.00,Labor Relations Specialists,Work Styles,1.C.3.b,Concern for Others,Importance,3.86
13-1075.00,Labor Relations Specialists,Work Styles,1.C.3.c,Social Orientation,Importance,3.43
13-1075.00,Labor Relations Specialists,Work Styles,1.C.4.a,Self-Control,Importance,3.95
13-1075.00,Labor Relations Specialists,Work Styles,1.C.4.b,Stress Tolerance,Importance,4.0
13-1075.00,Labor Relations Specialists,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.95
13-1075.00,Labor Relations Specialists,Work Styles,1.C.5.a,Dependability,Importance,4.33
